kepsek,operator,akreditasi,kurikulum,waktu,nama_sekolah,sekolah_id,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus,nama_bank,kcp,nama_di_rek,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listri,akses_internet,alamat,dusun,desa_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rt,rw
SURYATI NURNINGSIH,Subur Isnawati,,Kurikulum 2013,-,BKB PAUD MAWAR 015,0C1EAB720852086478AA,69857246,Swasta,SPS,Lainnya,013/1.14.1/31.72.00/1.851.192/2016,2016-09-22,013/1.14.1/31.72.00/1.851.192/2016,2016-09-22,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857246 BKB PAUD MAWAR 015 BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,Jl. Gang Pioneer RT.03/RW.15,PENJARINGAN,Penjaringan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14440,-6,106,3,15
CAECILIA KASTIYEM,Novi Is,A,Kurikulum 2013,Sehari penuh (5 h/m),TK Kemuliaan Bunda,895673C67F9924AEB679,69832203,Swasta,TK,Yayasan,13,2021-05-27,814.5/1.B51.332,2009-06-30,Tidak ada,BPD DKI,KL Dinas Pendidikan,69832203 TK Kemuliaan Bunda BOPP,Tidak Bersedia Menrima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,6500,20 Mb,Terate Raya No 43,,Jembatan Lima,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11250,-6,106,9,3
"Haerudin, S.pd",Manarul Hidayat,A,Kurikulum 2013,-,SD NEGERI PERCONTOHAN PULAU UNTUNG JAWA 01 PG,8E65B40C040B9B9FC1F4,20104477,Negeri,SD,Pemerintah Daerah,,1960-05-01,-,1910-01-01,"B,C,H,K",BPD DKI...,BPD DKI CABANG WALIKOTA JAKARTA UTARA...,SDNP.UNTNGJWA01-BOS...,Bersedia Menerima,-,Belum Bersertifikat,PLN,33000,30 Mb,Jl. P. Nirwana Pulau Untung Jawa Rt. 02/03,Pulau Untung Jawa,Pulau Untung Jawa,Kec. Kepulauan Seribu Selatan,Kab. Kepulauan Seribu,Prov. D.K.I. Jakarta,14510,-5,106,2,3
PLT - Eka Sofiyati,Eka Sofiati,,Kurikulum 2013,-,BKB PAUD DORANG,07E1D0F421367B0D3BD3,69972218,Swasta,SPS,Lainnya,22,2017-10-16,1/A.6/31.72.04.1003/-1.851.192/2017,2017-12-05,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69972218 BKB PAUD DORANG BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,"Rumdis TNI AL, Jl. Sungai Tiram Rt.010 Rw.004",,Marunda,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,,0,0,,
PUDJAWATI AKBAR,PAUD MAWAR,,Kurikulum 2013,-,BKB PAUD MAWAR 02,2C6A645082B272B8A21E,69857247,Swasta,SPS,Lainnya,012/1.14.1/31.72.00/1.851.192/2016,2016-09-22,012/1.14.1/31.72.00/1.851.192/2016,2016-09-22,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857247 BKB PAUD MAWAR 02 BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,0,Tidak Ada,Jl. Luar Batang RT.02/RW.02,PENJARINGAN,Penjaringan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14440,0,0,2,2
NURMALA HAIRANI MARPAUNG,NURMALA HAIRANI MARPAUNG,C,Kurikulum 2013,-,TK Murtini,D84307219218EEF6FF00,69856705,Swasta,TK,Yayasan,No. : SP2007/I01.1A/I.85,1985-07-06,101/1.85.148,2016-04-29,Tidak ada,BPD DKI,KL Dinas Pendidikan,69856705 TK Murtini BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,42000,300 Mb,Jl. Tanah Sereal 17 No.4 RT.04 / RW.08,TANAH SEREAL,Tanah Sereal,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11210,-6,106,3,8
Ulmu Bahroir,SD Negeri Pulau Pari 01 Pagi,B,Kurikulum 2013,Sehari penuh (5 h/m),SD NEGERI PULAU PARI 01 PG,B3CCCD260EE40F7A92C0,20104471,Negeri,SD,Pemerintah Daerah,20/10/1969,1969-01-01,-,1969-10-20,Tidak ada,BPD DKI...,BPD DKI CABANG WALIKOTA JAKARTA UTARA...,SDNP.PARI01-BOS...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,6000,Tidak Ada,Pulau Pari Rt. 002/04,Pulau Pari,Pulau Pari,Kec. Kepulauan Seribu Selatan,Kab. Kepulauan Seribu,Prov. D.K.I. Jakarta,14520,-5,106,2,4
Budiyanto,Budiyanto,,Kurikulum 2013,-,BKB PAUD MAWAR INDAH 04,7B1B0003484DB19BE138,69967905,Swasta,SPS,Yayasan,934/PNFI-SPS/JU/III/2012,2012-03-27,934/PNFI-SPS/JU/III/2012,2012-03-27,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69967905 BKB PAUD MAWAR INDAH 04 BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,Jl. KApuk Muara RT.01/04,,Kapuk Muara,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14460,-6,106,1,4
Artiningsih,Bertha Suryani,B,Kurikulum 2013,-,TK Pelita,D7F09F76D1F090C7B90F,69832199,Swasta,TK,Lainnya,SP.198/101.1A/1.84,1900-01-01,358-5/1.851.332,1900-01-01,Tidak ada,BPD DKI,KL Dinas Pendidikan,69832199 TK Pelita BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,3000,50 Mb,Pos Duri Raya No. 23-29,Duri Utara,Duri Utara,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11270,0,0,2,6
Siti Julaeha,MUSIHA,B,Kurikulum 2013,Sehari penuh (5 h/m),SD NEGERI PULAU PARI 02 PG,A8CF2F7982C477BE058A,20104472,Negeri,SD,Pemerintah Pusat,0,2001-11-07,-,1995-03-05,Tidak ada,DKI,Tanjung Priok,SDN P PARI 02 - BOS,Bersedia Menerima,Sehari penuh (5 h/m),9001:2008,PLN,33000,Tidak Ada,Pulau Lancang Rt. 01/03,Pulau Lancang,Pulau Pari,Kec. Kepulauan Seribu Selatan,Kab. Kepulauan Seribu,Prov. D.K.I. Jakarta,14520,-5,106,1,3
,,,,-,BKB PAUD EDELWEIS NAGRAK 011,34A3B0DA118D39D13D20,70035130,Swasta,SPS,Yayasan,18 Tahun 2022,2022-05-30,1/A.6/31.72.04.1001.03.002.R.5.a.b.e/4/-1.851/e/2022,2022-09-06,Tidak ada,,,,-,-,-,-,,,Rusun Nagrak Tower 12 Rt.002 Rw.011,,Cilincing,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,,0,0,,
PLT - SITI KHADIJAH,Saepul Anwar,C,Kurikulum 2013,-,BKB PAUD MELATI 01,31B5AA56FC9F220F0129,69857248,Swasta,SPS,Lainnya,004/1.14.1/31.72.01/1.851.192/2016,2016-02-05,004/1.14.1/31.72.01/1.851.192/2016,2016-02-05,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857248 BKB PAUD MELATI 01 BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,500 Mb,Jl. Luar Batang II RT.05/RW.01,penjaringan,Penjaringan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14440,0,0,5,1
Kaswiyah,Suyudi,A,Kurikulum 2013,Sehari penuh (5 h/m),SD NEGERI PULAU TIDUNG 01 PG,BC55520A1A1E8EF58844,20104473,Negeri,SD,Pemerintah Daerah,399,1981-07-06,-,1981-06-08,K - Kesulitan Belajar,DKI,Walikota Jakarta Utara,SDN Pulau Tidung 01 pagi,Bersedia Menerima,Sehari penuh (5 h/m),Proses Sertifikasi,PLN,41500,250 Mb,Pulau Tidung Rt. 01/01,Pulau Tidung,Pulau Tidung,Kec. Kepulauan Seribu Selatan,Kab. Kepulauan Seribu,Prov. D.K.I. Jakarta,14520,-5,106,1,1
Medranita,TK SA ADATUDDARAIN,B,Kurikulum 2013,-,TK SA ADATUDDARAIN,DC1EC13530BA54D8D898,20111244,Swasta,TK,Yayasan,177,2012-07-26,778 - 5 / 1.851.332,2013-04-12,Tidak ada,BPD DKI,KL Dinas Pendidikan,20111244 TK SA ADATUDDARAIN BOPP,Bersedia Menerima,-,Proses Sertifikasi,PLN,12000,500 Mb,JL. DURI SELATAN I NO. 66,DURI SELATAN,Duri Selatan,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11270,-6,106,4,2
YANTI NOVIANTINI,Ismi Dyah Puspita,,Kurikulum 2013,-,BKB PAUD FLAMBOYAN,9DB31E6FCE86C3CD6AA3,69973382,Swasta,SPS,Lainnya,29,2017-11-06,2/AG.1/31.72.04.1001/-1.851.192/2017,2017-12-27,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69973382 BKB PAUD FLAMBOYAN BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,Jl. Kelapa Dua Rt.006 Rw.003,Cilincing,Cilincing,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14120,0,0,6,3
Teresa Mieskenauly Dorkas Sofiyani,"Santy Yudiawati Putri, S.P",A,Kurikulum 2013,Sehari penuh (5 h/m),TK Sinar Dharma,499211219C079F604B8B,69832200,Swasta,TK,Yayasan,,,251-5/1.851.332,,Tidak ada,BPD DKI,KL Dinas Pendidikan,69832200 TK Sinar Dharma BOPP,Tidak Bersedia Menrima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,51,500 Mb,K.H.M Mansyur No. 9-11,,KRENDANG,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11260,-6,106,1,1
ARSANAH,DEWI SARTIKA,,Kurikulum 2013,Pagi,BKB PAUD MELATI 012,A688B335DC50FCCB3044,69857249,Swasta,SPS,Lainnya,2447/PNFI-SPS/JU/VI/2013,2013-06-14,2447/PNFI-SPS/JU/VI/2013,2013-06-14,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857249 BKB PAUD MELATI 012 BOPP,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,Tidak Ada,Jl. Tanjung Wangi RT.03/RW.12,Tanjung wangi,Penjaringan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14440,0,0,,
SYAHRONI,SD Negeri Pulau Tidung 02 Pagi,A,Kurikulum 2013,Sehari penuh (5 h/m),SD NEGERI PULAU TIDUNG 02 PG,F23652B6A0C2CDA2330E,20104474,Negeri,SD,Pemerintah Daerah,0,1958-01-01,-,1958-12-12,C - Tuna grahita ringan,BPD DKI...,BPD DKI CABANG WALI KOTA JAKARTA UTARA...,SDNPTIDUNG02-BOS...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,2400,Lainnya (Serat Optik),Jl. Lapangan Hijau Rt. 05/03,Pulau Tidung,Pulau Tidung,Kec. Kepulauan Seribu Selatan,Kab. Kepulauan Seribu,Prov. D.K.I. Jakarta,14520,-5,106,5,3
PLT - MEGAYANTI TJITRA,Nico Halim,,Kurikulum 2013,-,TK SYALOM,6DC65773E574D0BA402E,20111274,Swasta,TK,Yayasan,2219/101.1A/I.86,1986-04-28,2219/101.1A/I.86,1986-04-28,Tidak ada,BPD DKI,KL Dinas Pendidikan,20111274 TK SYALOM BOPP,Tidak Bersedia Menrima,-,Belum Bersertifikat,PLN,10600,100 Mb,JL. TANAH SEREAL VII/7,TANAH SEREAL,Tanah Sereal,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11210,-6,106,10,13
Rustini,Dian Novita,A,Kurikulum 2013,-,SD NEGERI PULAU TIDUNG 03 PG,E8AB8BB1498DE03A43E8,20104475,Negeri,SD,Pemerintah Daerah,0,1980-01-01,-,1980-01-01,"K,Q",Bank DKI,Tg. Priok,SDN P. TIDUNG 03- BOS,Bersedia Menerima,-,Belum Bersertifikat,PLN,2200,Lainnya (Serat Optik),Jl. Pendidikan Rt. 07/02,,Pulau Tidung,Kec. Kepulauan Seribu Selatan,Kab. Kepulauan Seribu,Prov. D.K.I. Jakarta,14520,-5,106,7,2
Amelia Cristanti,Hartati Lely,,Kurikulum 2013,-,BKB PAUD FLAMBOYAN CERIA,35D9D889666D20D68BFD,69915200,Swasta,SPS,Lainnya,13 Tahun 2015,2015-03-20,012/1.20.1/31.72.04.0000/,2015-10-08,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69915200 BKB PAUD FLAMBOYAN CERIA BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,2200,1 Gb,Jl. Manunggal Juang No.2 Rt.002 Rw.007,Sukapura,Suka Pura,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14140,-5,114,16,7
Leniyati,Halimah,B,Kurikulum 2013,Sehari penuh (5 h/m),SD NEGERI PULAU TIDUNG 04 PG,1CEA07DA9930C710401A,20104476,Negeri,SD,Pemerintah Daerah,3027,1985-12-31,-,1989-12-31,Tidak ada,Bank DKI,Yos Sudarso,SDN Pulau Tidung 04 Pagi,Bersedia Menerima,Sehari penuh (5 h/m),9001:2000,PLN,16500,Indosat IM3,Pulau Payung Rt. 06/04,Pulau Payung,Pulau Tidung,Kec. Kepulauan Seribu Selatan,Kab. Kepulauan Seribu,Prov. D.K.I. Jakarta,14520,-5,106,6,4
,,,,-,TK TUNAS PEMBANGUNAN,9AC55C756EFB8F013072,20111294,Swasta,TK,Yayasan,,,-,,Tidak ada,BPD DKI,KL Dinas Pendidikan,20111294 TK TUNAS PEMBANGUNAN BOPP,-,-,-,-,,,JL. SAWAH LIO NO. 67,Sawah Lio,JEMBATAN LIMA,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11250,-6,106,6,8
Erni Rimbo Astuti,Erni Rimbo Astuti,B,Kurikulum 2013,-,BKB PAUD GREEN CEMPAKA,5025DB8F7B9B5EEFA61F,69857313,Swasta,SPS,Lainnya,2262/PNFI-SPS/U/VI/2013,2014-06-12,2262/PNFI-SPS/U/VI/2013,2014-06-12,C - Tuna grahita ringan,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857313 BKB PAUD GREEN CEMPAKA BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,3 Mb,Green Cempaka Rw.001,,Rorotan,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14140,-6,106,8,1
Mohammad Ishaq,Suhendri,A,Kurikulum 2013,-,SMP NEGERI 241,1C5D5FCF923870380884,20106343,Negeri,SMP,Pemerintah Daerah,29/D/1986,1986-12-22,29/D/1986,1986-12-22,Tidak ada,BPD DKI...,BPD DKI CABANG TANJUNG PRIOK...,SMPN241-BOS...,Bersedia Menerima,-,Belum Bersertifikat,PLN,16500,Tidak Ada,Jl. Pendidikan,Pulau Tidung,PULAU TIDUNG,Kec. Kepulauan Seribu Selatan,Kab. Kepulauan Seribu,Prov. D.K.I. Jakarta,14520,-5,106,4,2
SAENAH,Saenah,,Kurikulum 2013,Sehari penuh (5 h/m),BKB PAUD MELATI 16,CC43F0283799CBEAC474,69857251,Swasta,SPS,Lainnya,3682/PNFI-SPS/JU/XI/2014,2014-11-28,3682/PNFI-SPS/JU/XI/2014,2014-11-28,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857251 BKB PAUD MELATI 16 BOPP,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,100 Mb,Jl. Bandengan Utara No.80 RT.10/RW.16,Penjaringan,Penjaringan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14440,0,0,6,16
MARIA RANY,Jony Lay,B,Kurikulum 2013,-,TK Widuri Indah 1,E5A2663FD7135817AE8B,69856825,Swasta,TK,Yayasan,1620-5/1.851.332,2010-08-16,1620-5/1.851.332,2010-08-16,Tidak ada,BPD DKI,KL Dinas Pendidikan,69856825 TK Widuri Indah 1 BOPP,Tidak Bersedia Menrima,-,Belum Bersertifikat,PLN,5500,30 Mb,TSS Gg. H.Abd. Halim No.23,,Duri Utara,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11270,-6,106,9,6
Tarjono,SMP Negeri 285 Jakarta,A,Kurikulum 2013,-,SMP NEGERI 285 JAKARTA,00F160D5F4B53D4F602A,20106347,Negeri,SMP,Pemerintah Daerah,0,1994-07-17,-,2002-07-20,Tidak ada,BPD DKI...,BPD DKI CABANG TANJUNG PRIUK...,SMPN285-BOS...,Bersedia Menerima,-,Belum Bersertifikat,PLN,16000,10 Mb,Jl. Pulau Edam,,Pulau Untung Jawa,Kec. Kepulauan Seribu Selatan,Kab. Kepulauan Seribu,Prov. D.K.I. Jakarta,14510,-5,106,3,3
HJ. TRI ESTY NUNIEK. I,Tri Esty Nuniek Indriani,B,Kurikulum 2013,Sehari penuh (5 h/m),BKB PAUD HIU,FF93D22BBEAB7E5115D0,69857323,Swasta,SPS,Lainnya,10,2016-02-09,006/1.20.1/31.72.04.0000/1.851.192/2016,2016-03-22,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857323 BKB PAUD HIU BOPP,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,900,Tidak Ada,Jl. Raya Dewa Kembar Rw.001,Dewa Kembar,Semper Timur,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14130,-5,114,3,1
ETI KUSUMAWATI,Joni Lay,B,Kurikulum 2013,-,TK Widuri Indah II,3AB7328E4E72A6954CCC,69832194,Swasta,TK,Yayasan,1622-5/1.851.332,2010-08-16,1622-5/1.851.332,2010-08-16,Tidak ada,BPD DKI,KL Dinas Pendidikan,69832194 TK Widuri Indah II BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,5500,30 Mb,Jamblang Raya No.2 LM,DURI SELATAN,Duri Selatan,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11720,-6,106,2,1
PLT - Ulmu Bahroir,SMPN Satu Atap 01 Pulau Pari,B,Kurikulum 2013,Sehari penuh (5 h/m),SMP NEGERI SATU ATAP 01 P. PARI,719437B5C1BCC7770D3A,20107183,Negeri,SMP,Pemerintah Pusat,0,2005-07-18,-,2005-07-18,Tidak ada,DKI,Walikota Jakarta Utara,SMPN Satu Atap 01 Pulau Pari,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,50000,300 Mb,Pulau Pari,Pulau Pari,Pulau Pari,Kec. Kepulauan Seribu Selatan,Kab. Kepulauan Seribu,Prov. D.K.I. Jakarta,14520,-5,106,2,4
NURMAHYUNI,Paud Muara Indah,C,Kurikulum 2013,Sehari penuh (5 h/m),BKB PAUD MUARA INDAH,A6A16E5C2F9E3F6B3397,69857252,Swasta,SPS,Yayasan,021/1.4.1/31.72.01/-1.851.192/2015,2015-11-19,021/1.4.1/31.72.01/-1.851.192/2015,2015-11-19,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857252 BKB PAUD MUARA INDAH BOPP,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,20 Mb,Jl. Muara Angke No. 22 RT.06/RW.01,,Pluit,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,-6,106,6,1
MARGARETA MARIA SAMINEM,TK Damai,A,Kurikulum 2013,-,TK. Damai,268B7E3C5A7620BDA2F4,69832195,Swasta,TK,Yayasan,2828 - 5 / 1.851.332,2013-12-09,2828 - 5 / 1.851.332,2013-12-09,Tidak ada,BPD DKI,KL Dinas Pendidikan,69832195 TK DAMAI BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN & Diesel,22500,200 Mb,Jl. Duri Selatan V / 29,Duri Selatan,Duri Selatan,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11270,0,0,2,6
PLT - ADITA NURAENI,Asih Kusumawati,B,Kurikulum 2013,-,BKB PAUD IKAN MAS,F57148F69CE4C9494CCD,69912299,Swasta,SPS,Lainnya,11 Tahun 2013,2013-10-09,003/1.20.1/31.72.04.0000/1.851.192/2016,2016-01-27,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69912299 BKB PAUD IKAN MAS BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,Jl. Kalibaru Timur VII G Rt.012 Rw.002,kalibaru,Kali Baru,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14110,0,0,12,2
Dedy Fatah Yasin,Moh. Rifky,B,Kurikulum 2013,Pagi,SMPN 288 JAKARTA,38A6A2D155CA2DE20D85,20106344,Negeri,SMP,Pemerintah Daerah,00/2008,2008-02-13,-,2008-08-04,Tidak ada,BANK DKI,Tanjung Priok,SMPN 288,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,6000,Tidak Ada,Pulau Lancang,Pulau Lancang,Pulau Pari,Kec. Kepulauan Seribu Selatan,Kab. Kepulauan Seribu,Prov. D.K.I. Jakarta,14530,-5,106,3,3
EHA NURSEHA,EHA NURSEHA,,Kurikulum 2013,-,BKB PAUD NUSA INDAH 09,93827F21130928072F68,69880118,Swasta,SPS,Lainnya,005/1.14.1/31.72.01/1.851.192/2016,2016-02-19,005/1.14.1/31.72.01/1.851.192/2016,2016-02-19,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69880118 BKB PAUD NUSA INDAH 09 BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,Jl. Tanah Pasir RT.07/RW.09,Penjaringan,Penjaringan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14440,0,0,7,9
Heru Puspito,SUMARDI,A,Kurikulum 2013,-,SMKN 61 JAKARTA,A0B2BA665B2832E48848,20109165,Negeri,SMK,Pemerintah Daerah,1328/2007,2007-09-10,1328/2007,2007-09-10,Tidak ada,BPD DKI...,BPD DKI CABANG WALIKOTA...,SMKN61-BOS...,Bersedia Menerima,-,9001:2008,PLN,42,50 Mb,JALAN PANTAI SELATAN NO. 1 PULAU TIDUNG.,Kelurahan Pulau Tidung,Pulau Tidung,Kec. Kepulauan Seribu Selatan,Kab. Kepulauan Seribu,Prov. D.K.I. Jakarta,14520,-5,106,7,2
Siti Juhariah,KB PAUD AL LATHIEF,,Kurikulum 2013,Sehari penuh (5 h/m),PAUD KB AL LATHIEF,352B2FF8E9E2056B9BF8,69790646,Swasta,KB,Yayasan,17,2008-02-14,007/1.20.1/31.73.04/-1.851.192/2015,2015-03-25,Tidak ada,BPD DKI,KL Dinas Pendidikan,69790646 PAUD KB AL LATHIEF BOPP,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,2200,50 Mb,Jl. Pekapuran IV No.76 RT.001 RW.005,,Tanah Sereal,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11210,-6,106,1,5
Siti Aisyah,Siti Aisyah,,Kurikulum 2013,-,BKB PAUD JAMBAL,580070107C69B72FDF7D,69976599,Swasta,SPS,Lainnya,07 Tahun 2017,2018-02-01,003/A.6/31.72.04.1004/-1.851.192/2018,2018-03-08,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69976599 BKB PAUD JAMBAL BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1200,Tidak Ada,Jl. Kalibaru Barat Rt.004 Rw. 008,,Kali Baru,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14110,0,0,5,8
NELLY TRI EKAWATI,Sri Rahayu,B,Kurikulum 2013,Sehari penuh (5 h/m),BKB PAUD PELANGI,E5610E341D2A59000035,69940376,Swasta,SPS,Lainnya,001/A.6.7/31.72.01.1001/-1.851.192/2019,2019-03-29,001/A.6.7/31.72.01.1001/-1.851.192/2019,2019-03-29,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69940376 BKB PAUD PELANGI BOPP,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,20 Mb,"Jl. Tanjung Wangi, Rusun Penjaringan Tower C",Penjaringan,Penjaringan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14440,0,0,9,6
Rusmanto,PKBM Negeri 37 Jakarta,B,Kurikulum 2013,Sehari penuh (5 h/m),PKBM NEGERI 37 JAKARTA,9201F2F0918EF74DBBBE,P9908823,Negeri,PKBM,Pemerintah Daerah,83/A.5b/31.01.02.1001/-1851.332/2018,2018-10-19,83/A.5b/31.01.02.1001/-1851.332/2018,2018-10-19,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi DKI Jakarta,P9908823 PKBM NEGERI 37 JAKARTA BOP PK,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,33000,20 Mb,PULAU UNTUNG JAWA RT.03/RW.03,PULAU UNTUNG JAWA,Pulau Untung Jawa,Kec. Kepulauan Seribu Selatan,Kab. Kepulauan Seribu,Prov. D.K.I. Jakarta,14510,-5,106,3,3
FITRI EMAWATI,Mery,,Kurikulum 2013,-,PAUD KRISTEN IMAGO DEI,9C1CC5C845FA71990C18,69981651,Swasta,KB,Yayasan,001/A.6/31.73.04.1002/-1.851.192/2018,2018-09-18,001/A.6/31.73.04.1002/-1.851.192/2018,2018-09-18,Tidak ada,BPD DKI,KL Dinas Pendidikan,69981651 PAUD KRISTEN IMAGO DEI BOPP,Bersedia Menerima,-,Proses Sertifikasi,PLN,2200,Tidak Ada,"Jl. Kalianyar No. 127, Kalianyar, Tambora, 11310",Kali Anyar,Kalianyar,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11310,0,0,2,9
SOPIAH,Nurlaela Jaya,,Kurikulum 2013,-,BKB PAUD KAKAP,391FCCC9ABC3175485C3,69857331,Swasta,SPS,Pemerintah Pusat,,1900-01-01,349/PNFI-SPS/JU/XII/2014,2014-12-24,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857331 BKB PAUD KAKAP BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,JL. KALI BARU BARAT VII RT 001 RW 004,,Kali Baru,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14110,-6,106,1,4
,,,,-,BKB PAUD TERATAI UNGU,EFF2AF2F42E93BE09A1F,69958512,Swasta,SPS,Lainnya,1/1.14/317201.1004/-1.851.332/2017,2017-01-03,1/1.14/317201.1004/-1.851.332/2017,2017-01-03,Tidak ada,nama_bank,cabang,rek_atas_nama,-,-,-,-,,,Jl. Teluk Gong Timur RT.003/009,,Pejagalan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,0,0,3,9
