kepsek,operator,akreditasi,kurikulum,waktu,nama_sekolah,sekolah_id,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus,nama_bank,kcp,nama_di_rek,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listri,akses_internet,alamat,dusun,desa_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rt,rw
ASRI WULANDARI,Erni Sulistyawati,C,Kurikulum 2013,-,TK TUNAS JAYA,DC74CED041CA9BCFE1FE,20573348,Swasta,TK,Yayasan,503/0198/416-115.3/2021,2021-03-19,503/0198/416-115.3/2021,2021-03-19,Tidak ada,BPD JAWA TIMUR,CAPEM JAYANEGARA,20573348 TK TUNAS JAYA,Bersedia Menerima,-,Belum Bersertifikat,-,450,1 Gb,DS. MEJOYO KEC. BANGSAL KAB. MOJOKERTO,MEJOYO,Mejoyo,Kec. Bangsal,Kab. Mojokerto,Prov. Jawa Timur,61381,-7,112,8,1
PLT - Anung Kusminingsih,Muchammad Ali Athiya,A,Kurikulum 2013,Pagi,SD NEGERI SEKARDANGAN,92B2AABF10059C8F61D2,20501432,Negeri,SD,Pemerintah Daerah,,1978-03-14,-,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERISEKARDANGAN...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,9000,50 Mb,Jl Wijaya Kusuma 83 Sidoarjo,SEKARDANGAN,SEKARDANGAN,Kec. Sidoarjo,Kab. Sidoarjo,Prov. Jawa Timur,61215,-7,112,0,0
SUSANTO,"WASIS RAHARJO,SE",A,Kurikulum 2013,Pagi,SD NEGERI CANDIPARI II,4C4A6A17E5E1C6BB9AA8,20502377,Negeri,SD,Pemerintah Daerah,115 Tahun 2018,1975-01-07,115 Tahun 2018,2018-01-08,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERICANDIPARIII...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,4400,20 Mb,Jl. Purbakala,Candipari,Candipari,Kec. Porong,Kab. Sidoarjo,Prov. Jawa Timur,61274,-7,112,0,0
Yuliarti Rahayuningsih,Yuliarti Rahayuningsih,A,Kurikulum 2013,-,KB Kenzie,F54FD74D1B1D4C16042B,69981532,Swasta,KB,Yayasan,421.1/3841/438.5.1/2018,2018-10-09,421.1/3586/438.5.1/2019,2019-10-09,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69981532 KB KENZIE,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,300 Mb,Perum Alam Pesona II Blok B3,SIDOREJO,Sidorejo,Kec. Krian,Kab. Sidoarjo,Prov. Jawa Timur,61262,-7,112,71,13
NORA NOVARIANA HARINI,"ARISTYA KHRISTANTI, S.Pd.",A,Kurikulum 2013,Pagi,TK TUNAS MULYA,38A5165D342028AB4EE4,20573362,Swasta,TK,Yayasan,421.1/6990/416-114.04/2004,2001-05-28,-503/0285/416-115.3/2021,2021-05-03,Tidak ada,BPD JAWA TIMUR,CAPEM JAYANEGARA,20573362 TK TUNAS MULYA,Bersedia Menerima,Pagi,Belum Bersertifikat,Lainnya,450,300 Mb,GAYAM KEC. BANGSAL KAB. MOJOKERTO,gayam,Gayam,Kec. Bangsal,Kab. Mojokerto,Prov. Jawa Timur,61381,-7,112,6,2
Sri Retnowati,Akhmad Fadholi Zaen,A,Kurikulum 2013,Kombinasi,SD NEGERI SIDOKARE 3,4FF201297981ACD8A7CC,20501536,Negeri,SD,Pemerintah Pusat,15-530.23.5.2007,2001-06-14,438.5.1.1.58,2022-03-28,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERISIDOKARE3...,Bersedia Menerima,Kombinasi,9001:2000,PLN,16000,50 Mb,Jl. Sekolahan Sidokare,Kapasan,Sidokare,Kec. Sidoarjo,Kab. Sidoarjo,Prov. Jawa Timur,61214,-7,112,20,5
PLT - Buasim,Mukhlis Dharmawan,A,Kurikulum 2013,Kombinasi,SD NEGERI GEDANG I,9064A2728F94443D2E8B,20502198,Negeri,SD,Pemerintah Daerah,,1955-02-17,-,1955-02-17,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERIGEDANGI...,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,2300,30 Mb,Jl. Wr. Supratman 35,GEDANG,Gedang,Kec. Porong,Kab. Sidoarjo,Prov. Jawa Timur,61274,-7,112,15,5
SITI NUR KASANAH,Dwanty Syafira,B,Kurikulum 2013,Sehari penuh (5 h/m),KB KHARISMA,24E737AE30AF26A8E871,69816793,Swasta,KB,Yayasan,421-9/259/404.3.14/2007,2007-01-23,421.1/1599/438.5.1/2020,2019-10-28,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816793 KB KHARISMA,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1200,500 Mb,PERUM. ALAM PESONA EB1 NO. 17,Perum Alam Pesona 1 Blok EB1 No.17,Sidorejo,Kec. Krian,Kab. Sidoarjo,Prov. Jawa Timur,61262,-7,112,65,11
IFTITACHUR ROSYIDAH,Yunik Artini,A,Kurikulum 2013,Pagi,TK YAA BUNAYYA,C310AFB95A27EAE358C3,20573355,Swasta,TK,Yayasan,188.45/689/HK/416-012/2014,2014-09-26,421.2/2320/416-101/2017,2017-12-19,Tidak ada,BPD JAWA TIMUR,CAPEM JAYANEGARA,20573355 TK YAA BUNAYYA,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1500,3 Mb,DS. PACING KEC. BANGSAL KAB. MOJOKERTO,Ketemas,Pacing,Kec. Bangsal,Kab. Mojokerto,Prov. Jawa Timur,61381,0,0,7,2
Mainah,Alfian Firmansyah,A,Kurikulum 2013,Sehari penuh (6 h/m),SD NEGERI SIDOKARE I,348A577420713B783605,20501522,Negeri,SD,Pemerintah Daerah,01-01-1936,1936-01-01,-,1910-01-01,"C,H,K,Q",BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERISIDOKAREI...,Bersedia Menerima,Sehari penuh (6 h/m),9001:2000,PLN,3498,50 Mb,Jl. Diponegoro No. 145 B,Sidokare,Sidokare,Kec. Sidoarjo,Kab. Sidoarjo,Prov. Jawa Timur,61214,-7,112,7,7
Siswono,Reygas Wahyu Purwangga,A,Kurikulum 2013,Pagi,SD NEGERI GEDANG II,B9399045C253F7CF69A1,20502199,Negeri,SD,Pemerintah Daerah,0,1910-01-01,421.2/4108/404.4.13/2003,2003-11-05,Tidak ada,BANK JATIM,cabang,SDN GEDANG II,Bersedia Menerima,Pagi,Proses Sertifikasi,PLN,1300,50 Mb,Jl. Wr. Supratman No 72,,GEDANG,Kec. Porong,Kab. Sidoarjo,Prov. Jawa Timur,61274,-7,112,0,0
Luluk Arianti,Waqidda dia Anggraeni,A,Kurikulum 2013,-,KB KHULAFAUR ROSYIDIN,6A36BD37291242D23BEE,69948739,Swasta,KB,Yayasan,421.9/1752/404.3.1/2015,2015-04-29,421.1/312/438.5.1/2021,2021-04-23,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69948739 KB K ROSYIDIN,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,50 Mb,Perum Graha Permata Sidorejo Indah V.9 RT 53 RW 05,Sidorejo,Sidorejo,Kec. Krian,Kab. Sidoarjo,Prov. Jawa Timur,61262,-7,112,53,5
PLT - IRAMAWATI,Diyan Agus Liya S,A,Kurikulum 2013,-,KB AL - AKBAR,956BF8C62AF60FA77E79,69925640,Swasta,KB,Yayasan,421.3/4788/KB/416-101.PAU,2015-11-30,503/0007/416-115.3/2021,2021-01-05,Tidak ada,BPD JAWA TIMUR,CAPEM JAYANEGARA,69925640 KB AL AKBAR,Bersedia Menerima,-,9001:2000,PLN,3600,500 Mb,Jl. Pendidikan No. 1 Bangsal,Kauman,Bangsal,Kec. Bangsal,Kab. Mojokerto,Prov. Jawa Timur,61381,-5,114,1,1
Sumini,Adhi Kristian Cahya N,A,Kurikulum 2013,Kombinasi,SD NEGERI SIDOKARE II,B80B7A91976B73B5734A,20501523,Negeri,SD,Pemerintah Daerah,-,1973-01-07,-,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERISIDOKAREII...,Bersedia Menerima,Kombinasi,9001:2008,PLN,2200,50 Mb,Jl. Kutuk Barat Sidokare,SIDOKARE,SIDOKARE,Kec. Sidoarjo,Kab. Sidoarjo,Prov. Jawa Timur,61214,-7,112,10,3
"Makhnun Niroh, S.pd.sd",Yahya Afandi,A,Kurikulum 2013,Pagi,SD NEGERI GLAGAHARUM,C04AC430596C033478B2,20502166,Negeri,SD,Pemerintah Daerah,0,1963-01-01,-,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG PORONG...,SDNEGERIGLAGAHARUM...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,0,100 Mb,Jln Ranupati 09,GLAGAHARUM,GLAGAHARUM,Kec. Porong,Kab. Sidoarjo,Prov. Jawa Timur,61274,-7,112,7,10
,,,,-,KB MAMBAUL ULUM,3EAAF13EB21BE593B17A,69867063,Swasta,KB,Yayasan,421.9/1338/404.3.1/2011,2011-04-27,421.9/1752/404.3.1/2015,2015-04-29,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69867063 KB MAMBAUL ULUM,-,-,-,-,,,"Jl. KH. Abdul Ghoffar, RT. 15 RW. 05",terik,Terik,Kec. Krian,Kab. Sidoarjo,Prov. Jawa Timur,61262,0,0,15,5
"MAY ISWATUL HAZIZAH,S.Pd.I",RIANANDA PRATAMA,B,Kurikulum 2013,-,KB AL AZIZIYAH,D0A9B5469AADA75F5875,69918307,Swasta,KB,Yayasan,421.1/0020/416.101.PLS-SB,2015-01-29,421.1/0020/416.101.PLS-SB,2015-01-29,Tidak ada,BPD JAWA TIMUR,CAPEM JAYANEGARA,69918307 KB AL AZIZIYAH,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,5 Mb,Dusun Jumput,jumput,Mejoyo,Kec. Bangsal,Kab. Mojokerto,Prov. Jawa Timur,61381,0,0,2,2
Sumilah,Akhmad Misbakhul Munir,A,Kurikulum 2013,Kombinasi,SD NEGERI SIDOKARE IV,81A55FB4CB8A9379FEC5,20537081,Negeri,SD,Pemerintah Daerah,-,1985-06-02,470/923/404.7.1.9/2015,2015-01-07,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIODARJO...,SDNEGERISIDOKAREIV...,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,13000,50 Mb,Jl.Ir.H.Juanda No.12A Taman Jenggala Kec.Sidoarjo,Sidokare,Sidokare,Kec. Sidoarjo,Kab. Sidoarjo,Prov. Jawa Timur,61214,-7,112,18,4
PLT - Akhmad Wahyudi,Dita Rahmi Utami,A,Kurikulum 2013,Pagi,SD NEGERI JUWETKENONGO,1505CC1503E4117DA547,20502265,Negeri,SD,Pemerintah Pusat,0,1970-01-01,-,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG  PORONG...,SDNEGERIJUWETKENONGO...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,0,20 Mb,Jln. Bhayangkari No. 328 Porong,Gondang,JUWETKENONGO,Kec. Porong,Kab. Sidoarjo,Prov. Jawa Timur,61274,-7,112,9,3
TINIK SETIOWATI,Citra Nindyta Putri Alkan,C,Kurikulum 2013,-,KB MATAHARI BUNDA,8570E4F133F8AEC2C9EA,69816751,Swasta,KB,Yayasan,421.9/3569/404.3.1/2009,2009-11-02,421.1/1844/433.5.1/2019,2016-01-15,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816751 KB MATAHARI BUNDA,Bersedia Menerima,-,Belum Bersertifikat,PLN,95,Telkom Speedy,SIDOMUKTI RT. 10 RW. 02,Sidomukti,Kraton,Kec. Krian,Kab. Sidoarjo,Prov. Jawa Timur,61262,0,0,10,2
WILDA PUJI ASTUTIK FITHRIANI,"WILDA PUJIASTUTIK FITHRIANI, S.Pd",B,Kurikulum 2013,-,KB AL FIRDAUS,1129BF65B9550E532312,69796968,Swasta,KB,Yayasan,421.1/1356/KB/416-101.PAUDNI/2016,2016-05-02,421.1/1356/KB/416-101.PAUDNI/2016,2016-05-02,Tidak ada,BPD JAWA TIMUR,CAPEM JAYANEGARA,69796968 KB AL FIRDAUS,Bersedia Menerima,-,Belum Bersertifikat,PLN,0,Tidak Ada,Jl. Bayangkara No. 38,genuk watu,Sidomulyo,Kec. Bangsal,Kab. Mojokerto,Prov. Jawa Timur,61381,-5,114,8,2
Pujo Waluyo,Ach. Sukron Makmun,A,Kurikulum 2013,Kombinasi,SD NEGERI SIDOKLUMPUK,89CA466B7E8A1884C493,20537078,Negeri,SD,Pemerintah Daerah,,1974-01-01,-,1910-01-01,Tidak ada,Bank Jatim,cabang,SD NEGERI SIDOKLUMPUK (BOS),Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,3500,100 Mb,Jl. Monginsidi No. 23,Sidoklumpuk,SIDOKLUMPUK,Kec. Sidoarjo,Kab. Sidoarjo,Prov. Jawa Timur,61218,-7,112,0,0
PLT - Suwardi,WILDAN Z,A,Kurikulum 2013,Pagi,SD NEGERI KEBAKALAN,6AA68A30E4464251C978,20502272,Negeri,SD,Pemerintah Daerah,3 April 2020,1978-02-02,Perbub No. 29 Tahun 2020,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERIKEBAKALAN...,Bersedia Menerima,Pagi,9001:2008,PLN,5500,50 Mb,"Jl. Margo Utomo No.22 ,Kebakalan, Kecamatan Porong",KEBAKALAN,Kebakalan,Kec. Porong,Kab. Sidoarjo,Prov. Jawa Timur,61274,-7,112,1,1
EVA SETYOWATI,CHOIRINA AZIZAH USWATUN HASANAH,C,Kurikulum 2013,-,KB MATHLAUL ULUM,E6B4D95A7915574AFF4E,69816820,Swasta,KB,Yayasan,421.9/036/404.3.1/2012,2012-01-04,421.9/338/404.3.1/2016,2016-01-25,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816820 KB MATHLAUL ULUM,Bersedia Menerima,-,9001:2000,PLN,900,500 Mb,Priyo Sunandar PS RT 05 RW 02,JREBENG,Sidomulyo,Kec. Krian,Kab. Sidoarjo,Prov. Jawa Timur,61262,0,0,5,2
Siti Khoiriyah,SRI ASIH,,Kurikulum 2013,-,KB AL HIKAM,B9F1DCC7FA52926F6516,69918278,Swasta,KB,Yayasan,421.1/0019/416.101.PLS-SB,2015-01-29,421.1/0019/416.101.PLS-SB,2015-01-29,Tidak ada,BPD JAWA TIMUR,CAPEM JAYANEGARA,69918278 KB AL HIKAM,Bersedia Menerima,-,9001:2000,PLN,450,Tidak Ada,Jl. KH. Akhmad Dahlan No. 13 Pacing,Pacing,Pacing,Kec. Bangsal,Kab. Mojokerto,Prov. Jawa Timur,61381,-7,112,4,1
Endang Budiarti,Marliyah Ulfa,A,Kurikulum 2013,Pagi,SD NEGERI SIDOKUMPUL,1DA72CE646A03A43AB9F,20501530,Negeri,SD,Pemerintah Daerah,-,2022-04-14,470/194/438.7.1.4/2022,2022-04-14,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERISIDOKUMPUL...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,7700,50 Mb,Jl Diponegoro No 23,Sidokumpul,Sidokumpul,Kec. Sidoarjo,Kab. Sidoarjo,Prov. Jawa Timur,61212,-7,112,0,0
Ani Mujayanah,ANI MUJAYANAH,,Kurikulum 2013,-,KB MIFTAHUL HIDAYAH,7839C10AA25E1EB7228B,69946506,Swasta,KB,Yayasan,421.9/2237/404.3.1/2012,2012-09-06,188.4/1833/438.5.1/2022,2022-05-20,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69946506 KB MIFTAHUL HIDAYAH,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,5 Mb,Jl.Cinta Dsn Patuk RT.2 RW.5,Patuk,Sidomulyo,Kec. Krian,Kab. Sidoarjo,Prov. Jawa Timur,61262,0,0,2,5
"PLT - Makhnun Niroh, S.pd.sd",LILIS SETIAWATI,A,Kurikulum 2013,Pagi,SD NEGERI KEBONAGUNG I,FA19ABE8ECFEBA7DE7E4,20502219,Negeri,SD,Pemerintah Daerah,,1956-10-15,-,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG PORONG...,SDNEGERIKEBONAGUNGI...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,3500,50 Mb,Jl. SIDOMULYO NO.1,Kebonagung,Kebonagung,Kec. Porong,Kab. Sidoarjo,Prov. Jawa Timur,61274,-7,112,0,0
YAYUK ISMAWATI,DWI RAHMA RIZKA KUSUMAH H,B,Kurikulum 2013,-,KB AL MUSTOFA,82C79E4F9A81203EB1C6,69796909,Swasta,KB,Yayasan,421/153/416-1.1.07/2005,2005-09-19,421.1/293/416-115.3/2023,2023-05-30,Tidak ada,BPD JAWA TIMUR,CAPEM JAYANEGARA,69796909 KB AL MUSTHOFA,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,40 Mb,Jl. Bunga Sakura No. 05 Gayam,GAYAM,Gayam,Kec. Bangsal,Kab. Mojokerto,Prov. Jawa Timur,61381,-7,112,9,2
Suwandi,Muhammad Makhsun,A,Kurikulum 2013,Kombinasi,SD NEGERI SUKO 2,A76A742213AA0D94E02E,20501492,Negeri,SD,Pemerintah Daerah,,1979-01-07,-,1910-01-01,Tidak ada,BANK JATIM,SIDOARJO,SDN SUKO II,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,10000,50 Mb,Jl Sungon Suko No 1,SUNGON,SUKO,Kec. Sidoarjo,Kab. Sidoarjo,Prov. Jawa Timur,61224,-7,112,1,1
TRI ISTIJASTUTIK,umi khoiriyah,C,Kurikulum 2013,-,KB MUTIARA BANGSA,C9A01669D23C4DD804E2,69938951,Swasta,KB,Yayasan,421.9/2237/403.3.1/2014,2014-06-10,421.1/312/438.5.1/2021,2021-02-27,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69938951 KB MUTIARA BANGSA,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,50 Mb,GRIYA KRIAN RESIDENCE ANGGREK G/14,Sedenganmijen,Sedengan Mijen,Kec. Krian,Kab. Sidoarjo,Prov. Jawa Timur,61262,-7,112,19,7
Suwardi,PUTRI,A,Kurikulum 2013,Pagi,SD NEGERI KEBONAGUNG II,1590DAD76E981B42F68D,20502218,Negeri,SD,Pemerintah Daerah,100/49/404-92-110/IV/2000,1974-07-15,346/404.8.18.17/2018,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERIKEBONAGUNGII...,Bersedia Menerima,Pagi,9001:2000,PLN,2200,50 Mb,Jl. Sidomulyo No. 83 Kebonagung,Macanmati,Kebonagung,Kec. Porong,Kab. Sidoarjo,Prov. Jawa Timur,61274,-7,112,18,3
AFIFATUN NISWAH,Rodatul Janah,B,Kurikulum 2013,Sore,KB AL-MUNAWWIR,338A2AC2A81219B89534,69796904,Swasta,KB,Yayasan,,,421/1565/2005,,Tidak ada,BPD JAWA TIMUR,CAPEM JAYANEGARA,69796904 KB AL MUNAWWIR,Bersedia Menerima,Sore,Belum Bersertifikat,PLN,450,500 Mb,SUMBER PANDAN,Sumber Pandan,MOJOTAMPING,Kec. Bangsal,Kab. Mojokerto,Prov. Jawa Timur,61381,-5,114,17,5
Afua Istiningsih,CHALIMATUS SYA'DIYAH,A,Kurikulum 2013,Kombinasi,SD NEGERI SUKO I,2EF3412FD019BE3E2293,20501479,Negeri,SD,Pemerintah Daerah,-,1985-02-01,421.2/066/438.5.1.1.78/2022,1910-01-01,Tidak ada,Bank Jatim,Sidoarjo,SDN SUKO I,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,7800,50 Mb,Jl Raya Suko,BITING,Suko,Kec. Sidoarjo,Kab. Sidoarjo,Prov. Jawa Timur,61224,-7,112,0,0
NURMALA SARI,Ani Tegar,,Kurikulum 2013,-,KB MUTIARA HATI,48A277D59ABBDD657E27,69816841,Swasta,KB,Yayasan,421.9/4180/404.3.14/2006,2006-12-12,421.9/2179/404.3.1/2016,2016-05-16,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816841 KB MUTIARA HATI,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,BIBIS BUNDER RT. 8 RW. 2,Bibis Bunder,Tambak Kemerakan,Kec. Krian,Kab. Sidoarjo,Prov. Jawa Timur,61262,-7,112,8,2
PLT - Adik Nuswantoro Hamid,Nova Putri Sholikha,B,Kurikulum 2013,Pagi,SD NEGERI KEBONAGUNG IV,3F1C79B5D1A854CE86FE,20502216,Negeri,SD,Pemerintah Daerah,-,1983-04-20,-,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERIKEBONAGUNG4...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1298,300 Mb,Kebonagung,Macan Mati,KEBONAGUNG,Kec. Porong,Kab. Sidoarjo,Prov. Jawa Timur,61274,-7,112,12,3
Sri Rahayu Wilujeng,NAILUL ASROF,A,Kurikulum 2013,Pagi,SD NEGERI SUMPUT,504FA3FF2BA09D2E4710,20537085,Negeri,SD,Pemerintah Daerah,02/12/SPT/1953,1954-01-01,02/12/SPT/1953,1953-12-23,Tidak ada,BANK JATIM,SIDOARJO,SDN Sumput,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,13,50 Mb,Jl Raya Sumput,SUMPUT,SIDOARJO,Kec. Sidoarjo,Kab. Sidoarjo,Prov. Jawa Timur,61288,-7,112,10,3
"Siti Masyitoh, S.Pd.I",YUSRON IZZA ROHMANI,C,Kurikulum 2013,-,KB AS - SYIFA,FA9A74CE483CF2A27AA4,69796918,Swasta,KB,Yayasan,421/391/416-114.05/2009,2007-07-12,421.1/11/416-101/2023,2023-01-24,Tidak ada,BPD JAWA TIMUR,CAPEM JAYANEGARA,69796918 KB AS SYIFA,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,30 Mb,JALAN MANGGA NO.1,Kutoporong,Kutoporong,Kec. Bangsal,Kab. Mojokerto,Prov. Jawa Timur,61381,-5,114,7,1
Indah Prabayanti S.Si,Indah Prabayanti,B,Kurikulum 2013,-,KB NUANSA PERTIWI,AFE2AD7BF57874E6A320,69978769,Swasta,KB,Yayasan,421.1/2098/404.5.1/2018,2018-06-07,421.1/1844/438.5.1/2019,2019-05-23,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69978769 KB NUANSA PERTIWI,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,Perum Graha Permata Sidorejo Indah Blok Y 19-20 Rt 55 Rw 10,Sidorejo,Sidorejo,Kec. Krian,Kab. Sidoarjo,Prov. Jawa Timur,61262,0,0,55,10
PLT - Siswono,FARIS,B,Kurikulum 2013,Sehari penuh (6 h/m),SD NEGERI KEDUNGBOTO,8FF5C1ED4B25F00CA169,20502241,Negeri,SD,Pemerintah Daerah,-,1980-01-07,-,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG PORONG...,SDNEGERIKEDUNGBOTO...,Bersedia Menerima,Sehari penuh (6 h/m),9001:2000,PLN,900,30 Mb,Kedungboto,Kedungboto,KEDUNGBOTO,Kec. Porong,Kab. Sidoarjo,Prov. Jawa Timur,61274,-7,112,8,3
TATIK FAUZIAH,SAFRINA 'AINUL MUTI',,Kurikulum 2013,-,KB ASY SYIFA SENO,ABEAEC22C34420ABD74D,70028539,Swasta,KB,Yayasan,421.1/261/416-115.3/2022,2022-04-19,421.1/261/416-115.3/2022,2022-04-19,Tidak ada,BPD JAWA TIMUR,CAPEM JAYANEGARA,70028539 KB ASY SYIFA SENO,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,50 Mb,Jl. Ontorejo RT. 01 RW. 03 Dsn. Seno,,Sidomulyo,Kec. Bangsal,Kab. Mojokerto,Prov. Jawa Timur,,0,0,,
Silvia Hindun,Anis Ayumi,A,Kurikulum 2013,Pagi,SD NEGERI URANGAGUNG,04DB2313CCEC00EC5395,20501791,Negeri,SD,Pemerintah Daerah,01-01-1980,1980-01-01,438.5.1.1.78,1910-01-01,Tidak ada,Bank Jatim,Sidoarjo,SDN URANGAGUNG,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,6600,50 Mb,Jl. Balai Kelurahan Urangagung,,Urangagung Jedong,Kec. Sidoarjo,Kab. Sidoarjo,Prov. Jawa Timur,61221,-7,112,1,1
Adik Nuswantoro Hamid,Nur Kholidah,A,Kurikulum 2013,Kombinasi,SD NEGERI KEDUNGSOLO,623E1FA694443F94FE39,20501576,Negeri,SD,Pemerintah Daerah,,1910-01-01,-,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG TULANGAN...,SDNEGERIKEDUNGSOLO...,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,3500,50 Mb,JL. RADEN WIJAYA NO. 2,KEDUNGSOLO,Kedungsolo,Kec. Porong,Kab. Sidoarjo,Prov. Jawa Timur,61274,-7,112,3,2
EMI MUNTHOLI'AH,EMI MUNTHOLI'AH,B,Kurikulum 2013,Kombinasi,KB NURUL HIDAYAH,6B296FE98B8F0F98AB98,69816801,Swasta,KB,Yayasan,421.9/1478/404.3.1/2013,2013-04-08,188.4/1830/438.5.1/2022,2022-05-20,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816801 KB NURUL HIDAYAH,Bersedia Menerima,Kombinasi,Proses Sertifikasi,PLN,900,500 Mb,JLN. MASJID BAITUR ROHMAN,tropodo,Tropodo,Kec. Krian,Kab. Sidoarjo,Prov. Jawa Timur,61262,0,0,1,4
PLT - Oni Rachmawati,Qurotul Aini,,Kurikulum 2013,Pagi,KB CAHAYA BHAKTI,AB25C6474FD07B81F0D1,69796935,Swasta,KB,Yayasan,421.1/0855/416.101.PLS.SB/2013,2013-02-15,421.2/1124/KB/416-101.PAUDNI/2016,2016-04-12,Tidak ada,BPD JAWA TIMUR,CAPEM JAYANEGARA,69796935 KB CAHAYA BHAKTI,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,300 Mb,RAYA TAWANGSARI,TAWANGSARI,Ngrowo,Kec. Bangsal,Kab. Mojokerto,Prov. Jawa Timur,61381,0,0,6,2
Elista Eka Rizki,Lukman Hakim,A,Kurikulum 2013,Pagi,SD CENDEKIA,422ADBC8EA1681F2773C,20539872,Swasta,SD,Yayasan,421.2/3443/404.3.14/2008,2004-06-07,421.2/3552/404.3.1.2011,2011-10-17,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDCENDEKIA(BOS)...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,7699,100 Mb,Jl Cendekia No 1,CELEP,CELEP,Kec. Sidoarjo,Kab. Sidoarjo,Prov. Jawa Timur,61215,-7,112,1,5
